net,length_um
net6,182.56µm
net4,177.38µm
net13,151.84µm
net5,151.26µm
net15,139.76µm
net12,138.22µm
net36,133.77µm
net34,132.14µm
net8,130.94µm
net35,130.33µm
net33,129.96µm
net11,109.93µm
net3,104.62µm
net39,102.64µm
net40,101.4µm
net9,96.22µm
net53,95.18µm
_213_,91.93µm
net10,82.66µm
net14,82.66µm
_078_,77.51µm
_006_,73.28µm
_046_,71.76µm
_011_,71.09µm
_164_,70.64µm
net2,69.76µm
_123_,66.28µm
net73,65.8µm
_238_,64.36µm
_215_,61.58µm
net30,59.8µm
net41,58.98µm
_163_,58.18µm
_047_,55.96µm
_188_,53.98µm
net31,53.48µm
_064_,52.76µm
net29,49.72µm
_209_,49.36µm
_257_,48.2µm
net28,46.86µm
_130_,46.74µm
net32,46.7µm
_240_,45.12µm
_069_,44.54µm
_273_,43.6µm
net44,43.35µm
net16,43.22µm
_224_,42.94µm
_263_,42.68µm
net42,42.42µm
net27,42µm
_223_,41.72µm
net38,41.66µm
net18,41.64µm
_146_,40.8µm
_218_,38.95µm
_266_,38.22µm
_251_,38.185µm
net19,37.22µm
_194_,37.08µm
_018_,37.02µm
_250_,36.92µm
_044_,36.4µm
_235_,36.34µm
_115_,35.98µm
net97,35.9µm
_023_,35.74µm
net7,35.68µm
_137_,35.4µm
_256_,35.2µm
_003_,34.94µm
_135_,34.02µm
_160_,33.78µm
_168_,33.35µm
_184_,32.46µm
_204_,32.38µm
_127_,32.1µm
_105_,31.56µm
_093_,31.5µm
_154_,31.5µm
_030_,31.26µm
_113_,31.155µm
_085_,31.12µm
net43,30.72µm
_088_,30.6µm
_214_,30.26µm
net26,29.9µm
net37,29.62µm
net75,28.76µm
_233_,28.37µm
net66,28.14µm
net46,28.06µm
_239_,27.98µm
_261_,27.66µm
_178_,27.48µm
net68,27.48µm
_082_,26.88µm
_136_,26.56µm
_237_,26.54µm
_121_,26.3µm
_246_,26.24µm
_264_,26.08µm
_010_,25.74µm
_140_,25.66µm
_025_,25.62µm
_060_,25.3µm
_037_,25.28µm
_033_,25.22µm
_104_,25.12µm
_185_,24.785µm
_026_,24.76µm
_174_,24.76µm
_147_,24.42µm
_227_,24.24µm
_254_,23.78µm
_089_,23.74µm
_182_,23.12µm
_247_,23.02µm
_097_,22.6µm
_165_,22.3µm
_144_,22.24µm
_134_,22.02µm
_118_,21.3µm
_054_,21.28µm
net47,21.24µm
_142_,21.2µm
_124_,21.1µm
net45,20.88µm
_152_,20.68µm
_041_,20.62µm
_131_,20.44µm
_042_,20.42µm
_221_,20.4µm
_099_,20.36µm
_126_,20.16µm
_081_,20.12µm
_207_,20.04µm
_032_,19.92µm
_190_,19.47µm
net95,19.34µm
_234_,19.12µm
_038_,18.94µm
_199_,18.835µm
_243_,18.72µm
net20,18.64µm
_112_,18.44µm
net71,18.12µm
_022_,17.9µm
_073_,17.9µm
P[14],17.64µm
_151_,17.62µm
_065_,17.4µm
net1,17.36µm
_024_,17.24µm
_051_,17.2µm
_100_,16.58µm
_035_,16.34µm
_242_,16.24µm
net69,16.18µm
P[13],16.04µm
_048_,16.04µm
_228_,15.94µm
_255_,15.9µm
_195_,15.86µm
_158_,15.48µm
_096_,15.44µm
_249_,15.395µm
_108_,15.1µm
_072_,14.64µm
_271_,14.6µm
_167_,14.56µm
_179_,14.42µm
_244_,14.4µm
_059_,14.36µm
net81,14.28µm
_120_,14.26µm
_270_,14.14µm
P[15],14.1µm
net22,14.08µm
_062_,14.06µm
_061_,14.04µm
net54,14.04µm
_149_,13.94µm
_252_,13.67µm
_043_,13.6µm
_071_,13.5µm
_220_,13.48µm
_217_,13.44µm
_241_,13.38µm
_260_,13.38µm
_002_,13.3µm
_169_,13.175µm
_156_,13.12µm
_094_,13.1µm
_200_,13µm
_015_,12.96µm
P[12],12.84µm
_262_,12.84µm
net76,12.5µm
_014_,12.46µm
_157_,12.3µm
net48,12.26µm
_205_,12.16µm
_177_,12.14µm
P[6],12.06µm
net78,11.94µm
_267_,11.92µm
_095_,11.82µm
_189_,11.72µm
_074_,11.66µm
net79,11.62µm
A[6],11.34µm
net61,11.28µm
_181_,11.08µm
_004_,10.94µm
_070_,10.9µm
net94,10.82µm
_111_,10.74µm
_110_,10.66µm
_148_,10.66µm
_206_,10.52µm
_170_,10.5µm
A[7],10.42µm
B[6],10.42µm
B[7],10.42µm
_197_,10.42µm
_162_,10.4µm
_232_,10.4µm
_084_,10.385µm
_122_,10.375µm
_068_,10.34µm
net52,10.34µm
_063_,10.33µm
_159_,10.32µm
_117_,10.285µm
_031_,10.24µm
B[5],10.08µm
_231_,10.06µm
_196_,9.94µm
_139_,9.86µm
net64,9.86µm
P[7],9.76µm
A[4],9.64µm
_007_,9.52µm
_128_,9.5µm
_091_,9.42µm
_172_,9.4µm
_050_,9.38µm
_036_,9.36µm
_230_,9.36µm
_098_,9.32µm
_080_,9.26µm
_201_,9.24µm
B[3],9.18µm
_087_,9.06µm
P[4],8.96µm
P[5],8.96µm
_259_,8.9µm
_057_,8.86µm
_236_,8.86µm
B[0],8.84µm
_132_,8.8µm
A[5],8.72µm
_176_,8.72µm
_102_,8.66µm
_216_,8.66µm
_141_,8.56µm
net21,8.56µm
net24,8.56µm
_090_,8.52µm
_133_,8.52µm
_053_,8.44µm
_008_,8.32µm
_258_,8.28µm
_145_,8.02µm
_208_,8.02µm
_226_,7.98µm
_191_,7.9µm
net56,7.9µm
_155_,7.86µm
_092_,7.56µm
_166_,7.52µm
_055_,7.44µm
_106_,7.32µm
_193_,7.28µm
_017_,7.2µm
_013_,7.15µm
_016_,7.14µm
net23,7.14µm
_183_,7.12µm
net17,7.1µm
_012_,7.06µm
_192_,7.06µm
_116_,7.04µm
_075_,6.76µm
_210_,6.76µm
net63,6.72µm
_153_,6.66µm
_171_,6.6µm
_253_,6.6µm
_077_,6.54µm
_027_,6.52µm
_202_,6.38µm
net98,6.3µm
P[9],6.21µm
net62,6.2µm
_198_,6.14µm
A[0],6.09µm
B[1],6.09µm
_049_,6.02µm
net55,5.96µm
_229_,5.9µm
_086_,5.84µm
_019_,5.82µm
P[0],5.75µm
_066_,5.7µm
_009_,5.68µm
_245_,5.68µm
net80,5.62µm
_114_,5.6µm
_138_,5.52µm
A[3],5.41µm
P[11],5.41µm
_125_,5.4µm
net25,5.38µm
_222_,5.26µm
_175_,5.22µm
A[1],5.07µm
B[2],5.07µm
P[1],5.07µm
P[3],5.07µm
net59,5.06µm
_225_,4.97µm
A[2],4.95µm
B[4],4.95µm
net67,4.94µm
_143_,4.92µm
_248_,4.92µm
_269_,4.92µm
_020_,4.895µm
net49,4.88µm
_056_,4.8µm
_186_,4.8µm
_211_,4.68µm
_272_,4.54µm
_001_,4.46µm
net96,4.46µm
P[10],4.39µm
P[2],4.39µm
P[8],4.39µm
net77,4.36µm
_203_,4.22µm
_034_,4.14µm
_180_,4µm
net92,4µm
net93,4µm
net51,3.9µm
_028_,3.88µm
_101_,3.86µm
_219_,3.78µm
_045_,3.68µm
net70,3.64µm
_067_,3.56µm
_212_,3.56µm
_058_,3.54µm
_129_,3.54µm
_103_,3.52µm
net57,3.08µm
net74,3.08µm
_039_,2.98µm
net65,2.98µm
_107_,2.96µm
net50,2.84µm
_005_,2.645µm
_000_,2.62µm
_029_,2.62µm
_079_,2.62µm
_021_,2.38µm
_119_,2.3µm
_076_,2.28µm
_161_,2.18µm
_052_,2.16µm
_265_,2.16µm
net99,2.16µm
_083_,2.04µm
_109_,2.04µm
_040_,1.7µm
_187_,1.7µm
_268_,1.7µm
net58,1.6µm
net60,1.6µm
net72,1.6µm
_150_,1.38µm
_173_,0.92µm
